"latitude","longitude","date","prcp"
39.17806,-77.18306,2025-07-12,0
39.17806,-77.18306,2025-07-13,0
39.17806,-77.18306,2025-07-14,0.46
39.17806,-77.18306,2025-07-15,0.3
39.17806,-77.18306,2025-07-16,0
39.17806,-77.18306,2025-07-17,0.42
39.17806,-77.18306,2025-07-18,0
39.17806,-77.18306,2025-07-19,0.03
39.17806,-77.18306,2025-07-20,0.21
39.17806,-77.18306,2025-07-21,0.02
39.17806,-77.18306,2025-07-22,0
39.17806,-77.18306,2025-07-23,0
39.17806,-77.18306,2025-07-24,0
39.17806,-77.18306,2025-07-25,0
39.17806,-77.18306,2025-07-26,0
39.17806,-77.18306,2025-07-27,1.19
39.17806,-77.18306,2025-07-28,0.78
39.17806,-77.18306,2025-07-29,0
39.17806,-77.18306,2025-07-30,0
39.17806,-77.18306,2025-07-31,0
39.17806,-77.18306,2025-08-01,0.9
39.17806,-77.18306,2025-08-02,0.02
39.17806,-77.18306,2025-08-03,0
39.17806,-77.18306,2025-08-04,0
39.17806,-77.18306,2025-08-05,0
39.17806,-77.18306,2025-08-06,0
39.17806,-77.18306,2025-08-07,0
39.17806,-77.18306,2025-08-08,0
39.17806,-77.18306,2025-08-09,0
39.17806,-77.18306,2025-08-10,0
39.17806,-77.18306,2025-08-11,0
39.17806,-77.18306,2025-08-12,0
39.17806,-77.18306,2025-08-13,0
39.17806,-77.18306,2025-08-14,0
39.17806,-77.18306,2025-08-15,0.2
39.17806,-77.18306,2025-08-16,0
39.17806,-77.18306,2025-08-17,0
39.17806,-77.18306,2025-08-18,0.68
39.17806,-77.18306,2025-08-19,0.01
39.17806,-77.18306,2025-08-20,0.02
39.17806,-77.18306,2025-08-21,0.03
39.17806,-77.18306,2025-08-22,0
39.17806,-77.18306,2025-08-23,0
39.17806,-77.18306,2025-08-24,0
39.17806,-77.18306,2025-08-25,0
39.17806,-77.18306,2025-08-26,0
39.17806,-77.18306,2025-08-27,0
39.17806,-77.18306,2025-08-28,0
39.17806,-77.18306,2025-08-29,0
39.17806,-77.18306,2025-08-30,0
39.17806,-77.18306,2025-08-31,0
39.17806,-77.18306,2025-09-01,0
39.17806,-77.18306,2025-09-02,0
39.17806,-77.18306,2025-09-03,0
39.17806,-77.18306,2025-09-04,0
39.17806,-77.18306,2025-09-05,0.02
39.17806,-77.18306,2025-09-06,0
39.17806,-77.18306,2025-09-07,0.12
39.17806,-77.18306,2025-09-08,0
39.17806,-77.18306,2025-09-09,0
39.17806,-77.18306,2025-09-10,0.02
39.17806,-77.18306,2025-09-11,0.08
39.17806,-77.18306,2025-09-12,0
39.17806,-77.18306,2025-09-13,0
39.17806,-77.18306,2025-09-14,0
39.17806,-77.18306,2025-09-15,0
39.17806,-77.18306,2025-09-16,0
39.17806,-77.18306,2025-09-17,1.01
39.17806,-77.18306,2025-09-18,0.13
39.17806,-77.18306,2025-09-19,0
39.17806,-77.18306,2025-09-20,0.14
39.17806,-77.18306,2025-09-21,0
39.17806,-77.18306,2025-09-22,0
39.17806,-77.18306,2025-09-23,0
39.17806,-77.18306,2025-09-24,0
39.17806,-77.18306,2025-09-25,0.04
39.17806,-77.18306,2025-09-26,0.44
39.17806,-77.18306,2025-09-27,0
39.17806,-77.18306,2025-09-28,0.01
39.17806,-77.18306,2025-09-29,0
39.17806,-77.18306,2025-09-30,0
39.17806,-77.18306,2025-10-01,0
39.17806,-77.18306,2025-10-02,0
39.17806,-77.18306,2025-10-03,0
39.17806,-77.18306,2025-10-04,0
39.17806,-77.18306,2025-10-05,0
39.17806,-77.18306,2025-10-06,0
39.17806,-77.18306,2025-10-07,0
39.17806,-77.18306,2025-10-08,0.14
39.17806,-77.18306,2025-10-09,0
39.17806,-77.18306,2025-10-10,0
39.17806,-77.18306,2025-10-11,0
39.17806,-77.18306,2025-10-12,0.06
39.17806,-77.18306,2025-10-13,0.02
39.17806,-77.18306,2025-10-14,0.18
39.17806,-77.18306,2025-10-15,0.02
39.17806,-77.18306,2025-10-16,0
39.17806,-77.18306,2025-10-17,0
39.17806,-77.18306,2025-10-18,0
39.17806,-77.18306,2025-10-19,0
39.17806,-77.18306,2025-10-20,0.53
39.17806,-77.18306,2025-10-22,0.18
39.17806,-77.18306,2025-10-23,0
39.17806,-77.18306,2025-10-24,0
39.17806,-77.18306,2025-10-25,0
39.17806,-77.18306,2025-10-26,0
39.17806,-77.18306,2025-10-27,0
39.17806,-77.18306,2025-10-28,0
39.17806,-77.18306,2025-10-29,0
39.17806,-77.18306,2025-10-30,0.91
39.17806,-77.18306,2025-10-31,0.15
39.17806,-77.18306,2025-11-01,0
39.17806,-77.18306,2025-11-02,0
39.17806,-77.18306,2025-11-03,0
39.17806,-77.18306,2025-11-04,0
39.17806,-77.18306,2025-11-05,0
39.17806,-77.18306,2025-11-06,0
39.17806,-77.18306,2025-11-07,0
39.17806,-77.18306,2025-11-08,0.22
39.17806,-77.18306,2025-11-09,0.04
39.17806,-77.18306,2025-11-10,0.05
39.17806,-77.18306,2025-11-11,0
39.17806,-77.18306,2025-11-12,0
39.17806,-77.18306,2025-11-13,0
39.17806,-77.18306,2025-11-14,0
39.17806,-77.18306,2025-11-15,0
39.17806,-77.18306,2025-11-16,0.26
39.17806,-77.18306,2025-11-17,0
39.17806,-77.18306,2025-11-18,0
39.17806,-77.18306,2025-11-19,0.47
39.17806,-77.18306,2025-11-20,0
39.17806,-77.18306,2025-11-21,0
39.17806,-77.18306,2025-11-22,0.27
39.17806,-77.18306,2025-11-23,0
39.17806,-77.18306,2025-11-24,0
39.17806,-77.18306,2025-11-25,0
39.17806,-77.18306,2025-11-26,0.29
39.17806,-77.18306,2025-11-27,0.01
39.17806,-77.18306,2025-11-28,0
39.17806,-77.18306,2025-11-29,0
39.17806,-77.18306,2025-11-30,0.02
39.17806,-77.18306,2025-12-01,0.07
39.17806,-77.18306,2025-12-02,0.22
39.17806,-77.18306,2025-12-03,0.66
39.17806,-77.18306,2025-12-04,0
39.17806,-77.18306,2025-12-05,0
39.17806,-77.18306,2025-12-06,0.06
39.17806,-77.18306,2025-12-07,0
39.17806,-77.18306,2025-12-09,0
39.17806,-77.18306,2025-12-10,0
39.17806,-77.18306,2025-12-11,0.01
39.17806,-77.18306,2025-12-12,0
39.17806,-77.18306,2025-12-13,0
39.17806,-77.18306,2025-12-14,0.26
39.17806,-77.18306,2025-12-15,0
39.17806,-77.18306,2025-12-16,0
39.17806,-77.18306,2025-12-17,0
39.17806,-77.18306,2025-12-18,0
39.17806,-77.18306,2025-12-19,0.23
39.17806,-77.18306,2025-12-20,0.15
39.17806,-77.18306,2025-12-21,0
39.17806,-77.18306,2025-12-22,0
39.17806,-77.18306,2025-12-23,0.02
39.17806,-77.18306,2025-12-24,0.01
39.17806,-77.18306,2025-12-25,0
39.17806,-77.18306,2025-12-26,0
39.17806,-77.18306,2025-12-27,0.01
39.17806,-77.18306,2025-12-28,0
39.17806,-77.18306,2025-12-29,0
39.17806,-77.18306,2025-12-30,0.01
39.17806,-77.18306,2025-12-31,0
39.156236,-77.056715,2025-01-01,0.23
39.156236,-77.056715,2025-01-02,0
39.156236,-77.056715,2025-01-03,0
39.156236,-77.056715,2025-01-04,0.04
39.156236,-77.056715,2025-01-05,0
39.156236,-77.056715,2025-01-06,0.49
39.156236,-77.056715,2025-01-07,0.23
39.156236,-77.056715,2025-01-09,0
39.156236,-77.056715,2025-01-10,0
39.156236,-77.056715,2025-01-11,0.13
39.156236,-77.056715,2025-01-12,0
39.156236,-77.056715,2025-01-13,0
39.156236,-77.056715,2025-01-14,0
39.156236,-77.056715,2025-01-15,0
39.156236,-77.056715,2025-01-16,0
39.156236,-77.056715,2025-01-17,0
39.156236,-77.056715,2025-01-19,NA
39.156236,-77.056715,2025-01-20,0.57
39.156236,-77.056715,2025-01-21,0
39.156236,-77.056715,2025-01-22,0
39.156236,-77.056715,2025-01-24,0
39.156236,-77.056715,2025-01-25,0
39.156236,-77.056715,2025-01-27,0
39.156236,-77.056715,2025-01-28,0
39.156236,-77.056715,2025-01-30,0
39.156236,-77.056715,2025-01-31,0.01
39.156236,-77.056715,2025-02-01,0.6
39.156236,-77.056715,2025-02-02,0
39.156236,-77.056715,2025-02-03,0
39.156236,-77.056715,2025-02-04,0
39.156236,-77.056715,2025-02-05,0
39.156236,-77.056715,2025-02-06,0.2
39.156236,-77.056715,2025-02-07,0.26
39.156236,-77.056715,2025-02-08,0
39.156236,-77.056715,2025-02-09,0.05
39.156236,-77.056715,2025-02-10,0
39.156236,-77.056715,2025-02-11,0
39.156236,-77.056715,2025-02-12,0.46
39.156236,-77.056715,2025-02-13,0.27
39.156236,-77.056715,2025-02-14,0
39.156236,-77.056715,2025-02-15,0
39.156236,-77.056715,2025-02-18,0
39.156236,-77.056715,2025-02-19,0
39.156236,-77.056715,2025-02-20,0
39.156236,-77.056715,2025-02-21,0
39.156236,-77.056715,2025-02-22,0
39.156236,-77.056715,2025-02-24,0
39.156236,-77.056715,2025-02-25,0
39.156236,-77.056715,2025-02-26,0
39.156236,-77.056715,2025-02-27,0
39.156236,-77.056715,2025-02-28,0.02
39.156236,-77.056715,2025-03-01,0
39.156236,-77.056715,2025-03-02,0
39.156236,-77.056715,2025-03-04,0
39.156236,-77.056715,2025-03-05,0
39.156236,-77.056715,2025-03-06,0.71
39.156236,-77.056715,2025-03-07,0
39.156236,-77.056715,2025-03-08,0
39.156236,-77.056715,2025-03-10,0
39.156236,-77.056715,2025-03-11,0
39.156236,-77.056715,2025-03-12,0
39.156236,-77.056715,2025-03-13,0
39.156236,-77.056715,2025-03-17,NA
39.156236,-77.056715,2025-03-18,0
39.156236,-77.056715,2025-03-19,0
